NAME,YEAR,Dist,REG,VOTE,QUOTA,COUNTS,PTOTAL,PSIZE,PARTY,QSHARE,PSHARE,TOPS,LAST,CT1,Ct2,Ct3,Ct4,Ct5,Ct6,Ct7,Ct8,Ct9,Ct10,Ct11,Ct12,Ct13,Ct14,Ct15,Ct16,Ct17,Ct18,Ct19,Ct20,Ct21,Ct22,Ct23,Ct24,Ct25,Ct26,Ct27,Ct28,Ct29,Ct30,Ct31,Ct32,Xt33,Ct34,Ct35,Ct36,Ct37,,,
* Non-Trans. *,1981,3,17574,16730,2789,12,0,0,99,0,0,793,793,0,0,0,0,0,4,4,4,10,23,783,793,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Dalli, John",1981,4,17750,16818,2804,10,9972,59.29,13,60.38,16.98,4336,2804,1693,2004,2136,2136,2389,2390,2397,2406,4336,2804,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Grima, Joseph (Joe)",1981,4,17750,16818,2804,10,9972,59.29,13,40.05,11.26,1958,0,1123,1457,1690,1690,1949,1950,1953,1958,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Moran, Vincent C.",1981,4,17750,16818,2804,10,9972,59.29,13,145.83,41.01,4089,2804,4089,2804,2804,2804,2804,2804,2804,2804,2804,2804,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sant, Lorry",1981,4,17750,16818,2804,10,9972,59.29,13,98.22,27.62,3229,2804,2754,3229,2804,2804,2804,2804,2804,2804,2804,2804,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vassallo, John",1981,4,17750,16818,2804,10,9972,59.29,13,11.16,3.14,522,0,313,460,519,522,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg Olivier De Puget, Albert",1981,4,17750,16818,2804,10,6846,40.71,15,47.22,19.34,2092,2092,1324,1326,1326,1366,1368,1468,1645,2084,2088,2092,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cassar Galea, Joseph F.",1981,4,17750,16818,2804,10,6846,40.71,15,19.83,8.12,566,0,556,558,558,565,566,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cassar, Joe",1981,4,17750,16818,2804,10,6846,40.71,15,55.39,22.69,2345,2345,1553,1555,1555,1610,1610,1770,1970,2335,2342,2345,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Jimmy",1981,4,17750,16818,2804,10,6846,40.71,15,52.75,21.6,2402,2402,1479,1484,1484,1506,1507,1665,1903,2397,2399,2402,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Paris, Joseph (Peppi)",1981,4,17750,16818,2804,10,6846,40.71,15,22.65,9.28,737,0,635,637,637,648,648,737,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Said, Michael",1981,4,17750,16818,2804,10,6846,40.71,15,8.06,3.3,227,0,226,227,227,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit, Stanley",1981,4,17750,16818,2804,10,6846,40.71,15,38.27,15.67,1327,0,1073,1077,1078,1166,1166,1219,1327,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1981,4,17750,16818,2804,10,0,0,99,0,0,1567,1567,0,0,0,1,7,11,15,30,45,1567,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Calleja, Reno",1981,5,18380,17518,2920,11,9949,56.79,13,62.47,18.33,3156,3156,1824,1827,1827,1834,1836,1836,1980,2229,2236,2242,3156,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cassar, Joseph",1981,5,18380,17518,2920,11,9949,56.79,13,84.42,24.78,2935,2920,2465,2466,2466,2476,2479,2479,2659,2935,2920,2920,2920,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cutajar, Joseph",1981,5,18380,17518,2920,11,9949,56.79,13,31.58,9.27,959,0,922,924,924,941,941,941,959,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mamo, John",1981,5,18380,17518,2920,11,9949,56.79,13,2.4,0.7,70,0,70,70,70,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mifsud, Joe",1981,5,18380,17518,2920,11,9949,56.79,13,59.25,17.39,2145,0,1730,1731,1732,1748,1748,1748,1940,2137,2140,2145,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Pace, Bertu",1981,5,18380,17518,2920,11,9949,56.79,13,28.08,8.24,824,0,820,820,820,824,824,824,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vella, Karmenu",1981,5,18380,17518,2920,11,9949,56.79,13,72.53,21.29,3815,3815,2118,2119,2119,2135,2136,2136,2423,2649,2654,2662,3815,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Camilleri, Joe",1981,5,18380,17518,2920,11,7569,43.21,15,5.14,1.98,226,0,150,219,226,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Caruana, Carmelo",1981,5,18380,17518,2920,11,7569,43.21,15,32.91,12.7,1707,0,961,1203,1215,1397,1580,1700,1700,1707,1707,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Davies, Lucy",1981,5,18380,17518,2920,11,7569,43.21,15,0.72,0.28,28,0,21,28,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Louis",1981,5,18380,17518,2920,11,7569,43.21,15,134.14,51.75,3917,2920,3917,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Gerada, Alfons",1981,5,18380,17518,2920,11,7569,43.21,15,0.96,0.37,43,0,28,40,43,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Naizer, Anthony Carmel",1981,5,18380,17518,2920,11,7569,43.21,15,0.27,0.11,10,0,8,10,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Portelli, Pawlu",1981,5,18380,17518,2920,11,7569,43.21,15,18.15,7,572,0,530,549,551,572,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit, Ninu (Anthony)",1981,5,18380,17518,2920,11,7569,43.21,15,66.92,25.82,3040,2920,1954,2592,2604,2665,3040,2920,2920,2920,2920,2920,2920,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1981,5,18380,17518,2920,11,0,0,99,0,0,1787,1787,0,0,1,6,14,14,17,21,21,1709,1787,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Agius, Carmelo ",1981,6,18587,17649,2942,12,9316,52.79,13,6.83,2.16,224,0,201,218,224,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Brincat, Carmelo",1981,6,18587,17649,2942,12,9316,52.79,13,15.16,4.79,641,0,446,540,551,639,641,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Muscat, Philip",1981,6,18587,17649,2942,12,9316,52.79,13,89.06,28.12,3245,2942,2620,2789,2820,2881,2883,3245,2942,2942,2942,2942,2942,2942,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Portelli, George",1981,6,18587,17649,2942,12,9316,52.79,13,2.04,0.64,80,0,60,80,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sciberras, Philip",1981,6,18587,17649,2942,12,9316,52.79,13,85.18,26.9,3112,2942,2506,2743,2772,2840,2842,3112,3112,2942,2942,2942,2942,2942,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Spiteri, Lino",1981,6,18587,17649,2942,12,9316,52.79,13,118.39,37.39,3483,2942,3483,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Camilleri, Gius. Maria",1981,6,18587,17649,2942,12,8333,47.22,15,39.43,13.92,2214,2214,1160,1160,1160,1160,1274,1276,1277,1277,1374,1577,1867,2214,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cefai, Joseph M.",1981,6,18587,17649,2942,12,8333,47.22,15,10.23,3.61,304,0,301,302,303,304,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Dalli, John",1981,6,18587,17649,2942,12,8333,47.22,15,8.63,3.05,254,0,254,254,254,254,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Louis",1981,6,18587,17649,2942,12,8333,47.22,15,45.55,16.08,3169,3169,1340,1341,1341,1344,1468,1469,1469,1469,1621,1839,2028,3169,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Grima, Joe A.",1981,6,18587,17649,2942,12,8333,47.22,15,34.5,12.18,1496,0,1015,1015,1015,1015,1025,1025,1025,1025,1360,1406,1496,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Hyzler, George John",1981,6,18587,17649,2942,12,8333,47.22,15,90.48,31.95,3511,2942,2662,2663,2663,2663,2845,2847,2847,2847,2938,3511,2942,2942,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Saliba, Philip",1981,6,18587,17649,2942,12,8333,47.22,15,24.37,8.6,721,0,717,717,717,717,721,721,721,721,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Schembri, Karmenu",1981,6,18587,17649,2942,12,8333,47.22,15,30.05,10.61,1045,0,884,885,885,885,1001,1002,1002,1002,1045,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1981,6,18587,17649,2942,12,0,0,99,0,0,498,498,0,0,2,5,7,10,312,482,485,490,490,498,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Azzopardi, Joseph",1981,7,18697,17490,2916,18,9267,52.99,13,14.16,4.46,510,0,413,413,413,415,419,419,419,419,419,427,460,460,510,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Baldacchino, Alfred",1981,7,18697,17490,2916,18,9267,52.99,13,4.87,1.53,156,0,142,142,142,142,148,148,148,148,148,156,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bonnici Cachia, Edgar P.",1981,7,18697,17490,2916,18,9267,52.99,13,1.17,0.37,34,0,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, John J.",1981,7,18697,17490,2916,18,9267,52.99,13,4.66,1.47,141,0,136,136,136,136,140,140,141,141,141,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Brincau, Sonny",1981,7,18697,17490,2916,18,9267,52.99,13,11.32,3.56,370,0,330,330,330,331,334,334,334,334,335,351,370,370,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buttigieg, John",1981,7,18697,17490,2916,18,9267,52.99,13,54.56,17.17,3080,3080,1591,1592,1592,1598,1598,1598,1598,1598,1598,1636,1653,1653,1749,2093,2095,2218,2230,3080,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cremona, Danny",1981,7,18697,17490,2916,18,9267,52.99,13,86.32,27.16,2948,2916,2517,2517,2517,2520,2522,2522,2523,2524,2524,2558,2607,2607,2724,2792,2793,2948,2916,2916,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Darmenia Brincat, Cettina",1981,7,18697,17490,2916,18,9267,52.99,13,50.69,15.95,1942,0,1478,1479,1479,1480,1487,1487,1488,1488,1488,1499,1510,1510,1555,1572,1574,1930,1942,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mangion, Charles",1981,7,18697,17490,2916,18,9267,52.99,13,25.48,8.02,778,0,743,743,743,743,748,748,748,748,748,751,754,754,764,778,778,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sciberras, Joseph P.",1981,7,18697,17490,2916,18,9267,52.99,13,63.92,20.11,3221,3221,1864,1865,1865,1873,1875,1875,1875,1875,1875,1895,1918,1918,1968,2023,2023,2153,2161,3221,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit Vernia, Carmel",1981,7,18697,17490,2916,18,9267,52.99,13,0.65,0.21,19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buttigieg Scicluna, Noel",1981,7,18697,17490,2916,18,8210,46.94,15,14.2,5.04,744,0,414,476,499,501,501,516,535,562,615,615,615,743,744,744,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Caruana, Michael (Lino)",1981,7,18697,17490,2916,18,8210,46.94,15,1.34,0.48,46,0,39,44,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cuschieri, Louis",1981,7,18697,17490,2916,18,8210,46.94,15,5.8,2.06,239,0,169,191,197,197,197,208,218,229,238,239,239,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"De Marco, Guido",1981,7,18697,17490,2916,18,8210,46.94,15,122.12,43.37,3561,2916,3561,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Agnes K/A Inez",1981,7,18697,17490,2916,18,8210,46.94,15,2.2,0.78,82,0,64,78,79,79,79,82,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Herman",1981,7,18697,17490,2916,18,8210,46.94,15,41.7,14.81,2364,2364,1216,1330,1367,1368,1368,1381,1415,1443,1519,1520,1521,1630,1630,1631,2351,2355,2355,2364,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Ganado, Tonio",1981,7,18697,17490,2916,18,8210,46.94,15,2.74,0.97,139,0,80,96,99,100,100,101,112,139,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mifsud Bonnici, Antoine",1981,7,18697,17490,2916,18,8210,46.94,15,88.82,31.55,2991,2916,2590,2991,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vella, Godfrey",1981,7,18697,17490,2916,18,8210,46.94,15,2.64,0.94,97,0,77,85,88,89,89,92,97,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sant, Spiridione",1981,7,18697,17490,2916,18,13,0.07,50,0.45,100,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1981,7,18697,17490,2916,18,0,0,99,0,0,77,77,0,0,0,6,7,7,7,10,10,11,11,13,14,25,44,54,54,77,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bonaci, Evelyn",1981,8,18932,17868,2979,13,6923,38.75,13,47.03,20.24,1898,0,1401,1404,1426,1426,1426,1441,1441,1441,1442,1443,1595,1898,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, Gontran",1981,8,18932,17868,2979,13,6923,38.75,13,48.88,21.03,3930,3930,1456,1465,1488,1489,1489,1497,1497,1497,1497,1498,1673,2053,3930,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, Michael",1981,8,18932,17868,2979,13,6923,38.75,13,12.39,5.33,393,0,369,370,379,379,379,392,392,392,393,393,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Brincat, Joseph",1981,8,18932,17868,2979,13,6923,38.75,13,19.34,8.32,692,0,576,579,598,598,598,629,629,629,629,629,692,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Debono Grech, Joe",1981,8,18932,17868,2979,13,6923,38.75,13,102.79,44.23,3062,2979,3062,3062,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Elmer, George",1981,8,18932,17868,2979,13,6923,38.75,13,1.98,0.85,70,0,59,60,70,70,70,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bray, Alfred",1981,8,18932,17868,2979,13,10945,61.26,15,3.02,0.82,254,0,90,164,164,186,221,221,238,254,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buttigieg Scicluna, Noel",1981,8,18932,17868,2979,13,10945,61.26,15,2.69,0.73,1975,1975,80,674,674,860,1045,1045,1061,1114,1336,1550,1551,1971,1975,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Caruana, Michael",1981,8,18932,17868,2979,13,10945,61.26,15,1.58,0.43,279,0,47,123,123,157,207,208,217,268,279,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
